報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年20週(05月15日～05月21日),2023年05月24日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
和歌山県,9,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,1,0.25
鳥取県,6,1.2,1,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0.2,2,0.4
島根県,9,3,1,0.33,0,0,0,0,0,0,0,0,0,0,4,1.33,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,2,0.67
岡山県,44,3.67,4,0.33,1,0.08,2,0.17,3,0.25,2,0.17,0,0,4,0.33,2,0.17,2,0.17,6,0.5,4,0.33,2,0.17,0,0,2,0.17,1,0.08,1,0.08,3,0.25,2,0.17,1,0.08,2,0.17
広島県,139,7.32,2,0.11,10,0.53,6,0.32,5,0.26,9,0.47,3,0.16,4,0.21,6,0.32,6,0.32,3,0.16,10,0.53,4,0.21,7,0.37,8,0.42,3,0.16,8,0.42,9,0.47,8,0.42,19,1,9,0.47
山口県,46,5.11,7,0.78,6,0.67,5,0.56,1,0.11,2,0.22,0,0,3,0.33,0,0,1,0.11,1,0.11,5,0.56,2,0.22,2,0.22,2,0.22,1,0.11,0,0,1,0.11,2,0.22,3,0.33,2,0.22
徳島県,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,9,1.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,2,0.4,1,0.2,1,0.2,0,0
愛媛県,83,10.38,2,0.25,3,0.38,2,0.25,1,0.13,4,0.5,5,0.63,6,0.75,1,0.13,3,0.38,4,0.5,3,0.38,0,0,2,0.25,8,1,6,0.75,7,0.88,3,0.38,3,0.38,14,1.75,6,0.75
高知県,4,1.33,0,0,0,0,0,0,0,0,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,1,0.33,0,0,0,0
福岡県,94,3.62,2,0.08,3,0.12,4,0.15,3,0.12,2,0.08,6,0.23,7,0.27,3,0.12,1,0.04,5,0.19,2,0.08,2,0.08,5,0.19,7,0.27,8,0.31,7,0.27,4,0.15,10,0.38,9,0.35,4,0.15
佐賀県,5,1.25,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,1,0.25,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
長崎県,49,6.13,2,0.25,2,0.25,7,0.88,3,0.38,2,0.25,1,0.13,1,0.13,3,0.38,1,0.13,3,0.38,0,0,0,0,3,0.38,3,0.38,5,0.63,1,0.13,1,0.13,2,0.25,4,0.5,5,0.63
熊本県,64,7.11,2,0.22,4,0.44,5,0.56,5,0.56,2,0.22,5,0.56,4,0.44,1,0.11,1,0.11,1,0.11,1,0.11,2,0.22,3,0.33,5,0.56,4,0.44,6,0.67,4,0.4,2,0.2,4,0.44,3,0.33
大分県,41,8.2,3,0.6,2,0.4,3,0.6,5,1,0,0,2,0.4,0,0,2,0.4,1,0.2,1,0.2,4,0.8,1,0.2,0,0,2,0.4,1,0.2,0,0,0,0,4,0.8,4,0.8,6,1.2
宮崎県,87,14.5,3,0.5,5,0.83,2,0.33,1,0.17,4,0.67,1,0.17,7,1.17,3,0.5,7,1.17,7,1.17,4,0.67,6,1,10,1.67,7,1.17,1,0.17,5,0.83,5,0.83,5,0.83,0,0,4,0.67
鹿児島県,56,8,1,0.14,1,0.14,2,0.29,2,0.29,2,0.29,1,0.14,3,0.43,8,1.14,1,0.14,5,0.71,1,0.14,2,0.29,1,0.14,6,0.86,2,0.29,2,0.29,5,0.71,1,0.14,6,0.86,4,0.57
沖縄県,107,13.38,6,0.67,16,1.78,7,0.78,9,1,2,0.22,4,0.44,2,0.22,1,0.11,7,0.78,5,0.56,3,0.33,5,0.56,5,0.56,8,0.89,3,0.38,6,0.75,4,0.5,3,0.38,5,0.63,6,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
細菌性髄膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,138,0.29,5,0.01,3,0.01,9,0.02,9,0.02,4,0.01,7,0.01,10,0.02,8,0.02,13,0.03,11,0.02,5,0.01,6,0.01,6,0.01,7,0.01,7,0.01,2,0,5,0.01,11,0.02,6,0.01,4,0.01
北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,3,0.5,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0
岩手県,6,0.32,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,1,0.05,0,0,0,0,1,0.05,1,0.05,1,0.05,0,0
宮城県,2,0.18,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,3,0.3,1,0.1,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0
群馬県,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,1,0.11,0,0,0,0,0,0
埼玉県,5,0.45,0,0,1,0.09,0,0,0,0,0,0,1,0.09,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0,0,1,0.09
千葉県,3,0.33,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0
東京都,10,0.42,0,0,0,0,0,0,2,0.08,0,0,0,0,1,0.04,2,0.08,0,0,2,0.08,1,0.04,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0
神奈川県,6,0.55,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,1,0.08,0,0,3,0.27,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新潟県,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,3,0.5,0,0,0,0,0,0,2,0.33,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
静岡県,7,0.7,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,2,0.2,1,0.1,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
愛知県,7,0.47,0,0,0,0,0,0,0,0,0,0,2,0.13,1,0.07,1,0.07,0,0,0,0,1,0.07,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三重県,5,0.56,0,0,0,0,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0
滋賀県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0
京都府,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0
大阪府,3,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.13,1,0.06,0,0
兵庫県,9,0.64,0,0,0,0,0,0,0,0,1,0.07,1,0.07,1,0.07,0,0,0,0,1,0.07,1,0.07,0,0,0,0,1,0.07,0,0,0,0,0,0,2,0.14,1,0.07,0,0
奈良県,6,1,1,0.17,0,0,0,0,1,0.17,0,0,1,0.17,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0
和歌山県,2,0.18,0,0,0,0,1,0.09,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,5,0.63,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,1,0.13,0,0,0,0
岡山県,2,0.4,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島県,3,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,1,0.05,0,0,1,0.05,0,0
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,2,0.29,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0
香川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,3,0.38,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,1,0.13
福岡県,7,0.47,0,0,0,0,1,0.07,1,0.07,1,0.07,0,0,2,0.13,0,0,1,0.07,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
佐賀県,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,1,0.17,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,1,0.17,0,0
長崎県,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0
熊本県,3,0.2,0,0,0,0,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大分県,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09
宮崎県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,8,1.14,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,2,0.29,2,0.29,0,0,2,0.29,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無菌性髄膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,185,0.39,2,0,3,0.01,7,0.01,9,0.02,12,0.03,9,0.02,10,0.02,8,0.02,10,0.02,8,0.02,10,0.02,14,0.03,8,0.02,14,0.03,11,0.02,9,0.02,12,0.03,12,0.03,8,0.02,9,0.02
北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,1,0.17,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0
岩手県,4,0.21,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0,0,0,0,1,0.05,0,0
宮城県,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,1,0.08,1,0.08
栃木県,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,1,0.14
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,9,0.82,0,0,1,0.09,1,0.09,1,0.09,2,0.18,2,0.18,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0
千葉県,5,0.56,0,0,0,0,1,0.11,0,0,1,0.11,0,0,0,0,0,0,1,0.11,0,0,0,0,1,0.11,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0
東京都,16,0.67,1,0.04,0,0,0,0,0,0,1,0.04,0,0,1,0.04,0,0,3,0.12,2,0.08,1,0.04,1,0.04,0,0,1,0.04,3,0.12,0,0,2,0.08,0,0,0,0,0,0
神奈川県,20,1.82,0,0,0,0,0,0,2,0.18,0,0,0,0,1,0.09,0,0,2,0.18,1,0.09,2,0.18,0,0,2,0.18,2,0.18,0,0,1,0.09,0,0,5,0.42,0,0,2,0.18
新潟県,4,0.33,0,0,0,0,1,0.08,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,1,0.2
福井県,3,0.5,0,0,0,0,0,0,1,0.17,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0
山梨県,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1
長野県,5,0.42,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,1,0.08,0,0,0,0,2,0.17,0,0,0,0,0,0
岐阜県,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1,0.2,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
静岡県,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0
愛知県,5,0.33,0,0,0,0,1,0.07,0,0,1,0.07,0,0,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0
三重県,9,1,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,1,0.11,2,0.22,1,0.11,0,0,0,0,3,0.33,0,0,0,0,1,0.11,0,0,0,0
滋賀県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0
京都府,3,0.43,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14
大阪府,6,0.38,0,0,0,0,1,0.06,0,0,0,0,1,0.06,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0
兵庫県,8,0.57,0,0,1,0.07,0,0,0,0,1,0.07,0,0,0,0,2,0.14,0,0,0,0,1,0.07,1,0.07,0,0,0,0,0,0,0,0,1,0.07,1,0.07,0,0,0,0
奈良県,3,0.5,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,2,0.18,0,0,0,0,1,0.09,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,1,0.09,0,0
鳥取県,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0
島根県,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,1,0.13,0,0,0,0,0,0,0,0
岡山県,9,1.8,1,0.2,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2
広島県,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,1,0.05,0,0
山口県,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,3,0.43,0,0,0,0,0,0,1,0.14,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0
香川県,2,0.4,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,1,0.07,2,0.13,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0
佐賀県,2,0.33,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17
長崎県,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0
熊本県,8,0.53,0,0,1,0.07,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,1,0.07,2,0.13,0,0,1,0.07,0,0,0,0,1,0.07,1,0.07,0,0,0,0
大分県,1,0.09,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,1,0.14,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,1,0.08,1,0.08,0,0,0,0,0,0
沖縄県,6,0.86,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,1,0.14,1,0.14,1,0.14,0,0,1,0.14,0,0,0,0,0,0,0,0,1,0.14,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイコプラズマ肺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,246,0.51,8,0.02,9,0.02,6,0.01,14,0.03,9,0.02,7,0.01,8,0.02,7,0.01,7,0.01,8,0.02,13,0.03,15,0.03,9,0.02,10,0.02,10,0.02,10,0.02,22,0.05,11,0.02,25,0.05,38,0.08
北海道,19,0.83,3,0.13,0,0,0,0,2,0.09,1,0.04,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,1,0.04,1,0.04,1,0.04,5,0.22,0,0,1,0.04,2,0.09
青森県,59,9.83,2,0.33,1,0.17,2,0.33,0,0,3,0.5,4,0.67,3,0.5,1,0.17,1,0.17,3,0.5,3,0.5,8,1.33,2,0.33,0,0,1,0.17,0,0,0,0,1,0.17,5,0.83,19,3.17
岩手県,7,0.37,0,0,1,0.05,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,1,0.05,1,0.05
宮城県,13,1.18,0,0,0,0,0,0,2,0.17,1,0.08,0,0,0,0,1,0.08,1,0.08,1,0.08,1,0.08,0,0,0,0,1,0.08,1,0.1,2,0.2,0,0,1,0.1,0,0,1,0.1
秋田県,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,2,0.2
福島県,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,1,0.14,0,0,0,0,0,0,0,0,3,0.43,0,0,1,0.14,1,0.14
茨城県,13,1.08,0,0,1,0.08,1,0.08,1,0.08,1,0.08,0,0,1,0.08,1,0.08,0,0,0,0,1,0.08,0,0,2,0.15,1,0.08,1,0.08,0,0,0,0,0,0,1,0.08,1,0.08
