報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年18週(05月01日～05月07日),2023年05月11日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
岐阜県,3641,70.02,56,1.06,137,2.58,160,3.02,218,4.11,199,3.75,235,4.43,224,4.23,218,4.11,242,4.57,226,4.26,272,5.13,208,3.92,142,2.78,172,3.25,174,3.28,267,5.04,252,4.75,239,4.51
静岡県,8535,96.99,209,2.35,374,4.2,571,6.42,655,7.36,814,9.15,739,8.3,802,9.01,650,7.3,541,6.08,503,5.65,453,5.09,324,3.64,306,3.29,262,2.98,281,3.19,408,4.64,397,4.51,246,2.8
愛知県,17393,95.57,517,2.84,834,4.58,1036,5.69,1054,5.79,1187,6.52,1082,5.95,1277,7.02,1098,6.03,1154,6.34,1073,5.9,1116,6.13,856,4.7,873,4.77,769,4.23,787,4.32,1025,5.63,986,5.42,669,3.68
三重県,4004,91,159,3.53,233,5.18,279,6.2,229,5.2,273,6.07,241,5.36,249,5.53,228,5.07,193,4.29,262,5.82,269,5.98,211,4.69,173,3.84,178,3.96,170,3.78,226,5.02,246,5.47,185,4.11
滋賀県,2963,84.66,112,3.11,175,4.86,265,7.36,200,5.56,216,6,238,6.61,227,6.31,195,5.42,156,4.33,165,4.58,154,4.28,133,3.69,114,3.17,82,2.34,160,4.44,105,2.92,175,4.86,91,2.68
京都府,6165,82.2,161,2.12,371,4.88,532,7,441,5.8,420,5.53,436,5.74,351,4.62,331,4.36,332,4.37,416,5.47,367,4.83,308,4.11,280,3.68,195,2.57,308,4.05,356,4.68,363,4.91,197,2.59
大阪府,19169,98.81,567,2.92,943,4.86,1261,6.5,1293,6.66,1345,6.93,1294,6.67,1322,6.81,1115,5.75,1108,5.71,1221,6.26,1127,5.78,925,4.74,785,4.03,873,4.5,966,4.98,1168,6.08,1108,5.68,748,3.9
兵庫県,16375,127.93,424,3.26,732,5.67,1127,8.74,1136,8.81,1301,10.09,1185,9.19,1202,9.32,1045,8.1,1155,8.95,1056,8.19,930,7.21,718,5.57,656,5.05,635,4.92,778,6.03,873,6.77,802,6.27,620,4.88
奈良県,3389,99.68,70,2.06,153,4.5,169,4.97,169,4.97,216,6.35,189,5.56,241,7.09,235,6.91,256,7.53,245,7.21,247,7.26,193,5.68,154,4.53,174,5.12,168,4.94,196,5.76,194,5.71,120,3.53
和歌山県,2373,79.1,62,2.07,99,3.3,138,4.6,134,4.47,182,6.07,170,5.67,155,5.17,129,4.3,141,4.7,126,4.2,120,4,119,3.97,106,3.53,120,4,143,4.77,154,5.13,193,6.43,82,2.73
鳥取県,2676,140.84,41,2.16,82,4.32,102,5.37,145,7.63,152,8,156,8.21,152,8,161,8.47,179,9.42,171,9,189,9.95,175,9.21,150,7.89,148,7.79,179,9.42,192,10.11,179,9.42,123,6.47
島根県,2498,108.61,53,2.3,101,4.39,181,7.87,175,7.61,190,8.26,200,8.7,223,9.7,207,9,165,7.17,161,7,112,4.87,77,3.35,82,3.57,72,3.13,120,5.22,169,7.35,116,5.04,94,4.09
岡山県,5281,97.8,266,4.93,373,6.91,529,9.8,413,7.65,395,7.31,385,7.13,384,7.11,260,4.81,242,4.48,250,4.63,216,4,209,3.87,165,3.06,218,4.04,193,3.57,231,4.28,306,5.67,246,4.56
広島県,7877,110.94,399,5.62,611,8.49,748,10.39,647,8.99,695,9.65,595,8.26,596,8.28,454,6.31,470,6.53,462,6.42,360,5,284,3.94,239,3.32,225,3.13,266,3.69,327,4.54,279,3.88,220,3.06
山口県,5071,115.25,143,3.18,242,5.38,302,6.71,310,6.89,429,9.53,533,11.84,454,10.09,465,10.33,371,8.24,347,7.71,256,5.69,218,4.84,193,4.29,126,2.8,172,4,169,3.93,201,4.67,140,3.26
徳島県,2356,102.43,101,4.39,126,5.48,172,7.48,133,5.78,166,7.22,183,7.96,166,7.22,149,6.48,170,7.39,138,6,142,6.17,109,4.74,114,4.96,74,3.22,101,4.39,131,5.7,108,4.7,73,3.17
香川県,4176,149.14,209,7.46,297,10.61,427,15.25,351,12.54,427,15.25,317,11.32,284,10.14,217,7.75,213,7.61,184,6.57,124,4.43,145,5.18,166,5.93,163,5.82,154,5.5,163,5.82,182,6.5,153,5.46
愛媛県,6199,172.19,161,4.35,291,7.86,403,10.89,350,9.46,442,11.95,387,10.46,649,17.54,513,13.86,510,13.78,444,12,384,10.38,314,8.49,208,5.78,210,5.68,258,6.97,282,7.62,242,6.54,151,4.08
高知県,2191,81.15,102,3.78,118,4.37,182,6.74,188,6.96,228,8.44,219,8.11,182,6.74,158,5.85,169,6.26,158,5.85,104,3.85,78,2.89,51,1.89,51,1.89,32,1.19,63,2.33,54,2,54,2
福岡県,12177,101.48,532,4.43,698,5.82,825,6.88,635,5.29,772,6.43,734,6.12,871,7.26,678,5.65,805,6.71,820,6.83,770,6.42,618,5.15,495,4.13,518,4.32,548,4.57,715,5.96,711,5.93,432,3.6
佐賀県,1346,58.52,48,2.09,52,2.26,67,2.91,65,2.83,59,2.57,75,3.26,94,4.09,84,3.65,104,4.52,112,4.87,70,3.04,67,2.91,63,2.74,67,2.91,85,3.7,103,4.48,100,4.35,31,1.35
長崎県,2861,65.02,142,3.23,186,4.23,254,5.77,220,5,202,4.59,235,5.34,204,4.64,152,3.45,165,3.75,141,3.2,122,2.77,132,3,102,2.32,104,2.36,144,3.27,135,3.07,132,3,89,2.02
熊本県,4725,96.43,233,4.66,335,6.7,352,7.04,295,5.9,325,6.5,351,7.02,330,6.6,283,5.66,284,5.68,311,6.22,255,5.1,204,4.16,168,3.43,182,3.79,212,4.51,230,4.79,208,4.24,167,3.34
大分県,7133,198.14,204,5.67,257,7.14,393,10.92,390,10.83,492,13.67,519,14.42,431,11.97,447,12.42,420,11.67,508,14.11,459,12.75,377,10.47,299,8.31,343,9.53,368,10.22,416,11.56,452,12.56,358,9.94
宮崎県,6425,183.57,175,4.86,292,8.11,409,11.69,439,12.19,488,13.56,500,13.89,521,14.47,437,12.14,379,10.53,341,9.47,308,8.56,283,7.86,252,7,294,8.17,372,10.33,355,9.86,362,10.34,218,6.06
鹿児島県,7258,136.94,184,3.41,272,5.04,445,8.24,423,7.83,551,10.2,536,9.93,468,8.67,461,8.54,475,8.8,579,10.72,565,10.46,379,7.02,262,5.04,317,5.98,356,6.72,389,7.34,358,6.75,238,4.49
沖縄県,1178,36.81,36,1.09,56,1.7,52,1.58,61,1.85,45,1.36,54,1.69,48,1.5,50,1.56,53,1.66,73,2.28,75,2.34,50,1.56,57,1.73,77,2.33,93,2.91,78,2.44,112,3.5,108,3.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水痘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,4303,1.37,274,0.09,267,0.08,234,0.07,230,0.07,205,0.06,185,0.06,251,0.08,199,0.06,203,0.06,186,0.06,238,0.08,224,0.07,239,0.08,302,0.1,283,0.09,271,0.09,283,0.09,229,0.07
北海道,267,1.93,23,0.17,20,0.14,22,0.16,13,0.09,9,0.06,12,0.09,25,0.18,6,0.04,22,0.16,16,0.12,12,0.09,22,0.16,12,0.09,15,0.11,9,0.06,8,0.06,16,0.11,5,0.04
青森県,38,0.93,2,0.05,0,0,0,0,0,0,7,0.17,0,0,2,0.05,4,0.1,4,0.1,7,0.17,1,0.02,0,0,3,0.07,2,0.05,2,0.05,0,0,1,0.03,3,0.08
岩手県,31,0.79,1,0.03,3,0.08,0,0,2,0.05,1,0.03,0,0,1,0.03,1,0.03,1,0.03,2,0.05,2,0.05,3,0.08,2,0.05,2,0.05,1,0.03,0,0,5,0.13,4,0.1
宮城県,66,1.16,3,0.05,7,0.12,9,0.16,3,0.05,2,0.03,2,0.03,1,0.02,8,0.14,2,0.03,5,0.09,1,0.02,3,0.05,2,0.03,3,0.05,3,0.05,2,0.04,6,0.11,4,0.07
秋田県,41,1.24,2,0.06,3,0.09,1,0.03,1,0.03,1,0.03,1,0.03,2,0.06,4,0.12,2,0.06,6,0.18,3,0.09,0,0,5,0.15,1,0.03,3,0.09,1,0.03,0,0,5,0.15
山形県,39,1.39,6,0.21,2,0.07,0,0,1,0.03,3,0.1,0,0,3,0.1,0,0,4,0.14,0,0,4,0.14,3,0.1,2,0.07,2,0.07,2,0.07,2,0.07,4,0.14,1,0.04
福島県,38,0.76,4,0.08,2,0.04,1,0.02,1,0.02,1,0.02,2,0.04,3,0.06,0,0,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02,2,0.04,2,0.04,3,0.06,6,0.12,3,0.06
茨城県,91,1.21,3,0.04,4,0.05,4,0.05,4,0.05,3,0.04,0,0,1,0.01,5,0.07,4,0.05,6,0.08,6,0.08,2,0.03,1,0.01,6,0.08,6,0.08,12,0.16,15,0.19,9,0.12
栃木県,61,1.27,3,0.06,4,0.08,4,0.08,2,0.04,2,0.04,4,0.08,3,0.06,3,0.06,4,0.08,1,0.02,4,0.08,1,0.02,4,0.08,6,0.13,8,0.17,6,0.13,1,0.02,1,0.02
群馬県,94,1.77,3,0.06,4,0.08,2,0.04,11,0.21,5,0.09,10,0.19,7,0.13,9,0.17,13,0.25,1,0.02,7,0.13,1,0.02,0,0,6,0.11,6,0.11,1,0.02,3,0.06,5,0.09
埼玉県,301,1.88,17,0.11,13,0.08,5,0.03,16,0.1,13,0.08,20,0.12,21,0.13,12,0.07,18,0.11,14,0.09,18,0.11,21,0.13,19,0.12,36,0.22,12,0.07,20,0.12,8,0.05,18,0.11
千葉県,195,1.5,20,0.16,10,0.08,12,0.09,8,0.06,8,0.06,11,0.08,10,0.08,11,0.08,4,0.03,9,0.07,10,0.08,12,0.09,16,0.12,12,0.09,17,0.13,4,0.03,15,0.12,6,0.05
東京都,401,1.55,24,0.09,18,0.07,22,0.08,23,0.09,22,0.08,12,0.05,24,0.09,11,0.04,12,0.05,13,0.05,37,0.14,20,0.08,29,0.11,31,0.12,27,0.1,23,0.09,29,0.11,24,0.09
神奈川県,223,0.99,16,0.07,16,0.07,11,0.05,11,0.05,6,0.03,10,0.04,11,0.05,17,0.07,7,0.03,8,0.04,4,0.02,9,0.04,7,0.03,33,0.15,24,0.11,12,0.05,10,0.04,11,0.05
新潟県,70,1.27,4,0.07,2,0.04,1,0.02,4,0.07,7,0.13,2,0.04,6,0.11,2,0.04,6,0.11,1,0.02,10,0.18,2,0.04,5,0.09,3,0.06,5,0.09,6,0.11,3,0.06,1,0.02
富山県,47,1.62,1,0.03,1,0.03,0,0,6,0.21,2,0.07,4,0.14,4,0.14,5,0.17,2,0.07,2,0.07,3,0.1,2,0.07,2,0.07,2,0.07,4,0.14,1,0.03,6,0.21,0,0
石川県,41,1.41,4,0.14,2,0.07,2,0.07,1,0.03,3,0.1,1,0.03,5,0.17,3,0.1,4,0.14,2,0.07,3,0.1,3,0.1,4,0.14,0,0,1,0.03,2,0.07,0,0,1,0.03
福井県,66,2.87,2,0.09,9,0.39,10,0.43,5,0.22,4,0.17,3,0.13,0,0,3,0.13,2,0.09,4,0.17,6,0.26,3,0.13,2,0.09,2,0.09,4,0.17,2,0.09,5,0.22,0,0
山梨県,12,0.5,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,2,0.08,2,0.08,0,0,4,0.17,0,0,0,0
長野県,56,1.06,2,0.04,9,0.17,2,0.04,5,0.09,4,0.07,1,0.02,2,0.04,1,0.02,5,0.09,1,0.02,4,0.08,3,0.06,1,0.02,3,0.06,5,0.09,2,0.04,3,0.06,3,0.06
岐阜県,24,0.46,0,0,1,0.02,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,2,0.04,3,0.06,3,0.06,4,0.08,2,0.04,1,0.02,2,0.04,2,0.04
静岡県,107,1.22,13,0.15,5,0.06,7,0.08,5,0.06,9,0.1,3,0.03,5,0.06,6,0.07,5,0.06,3,0.03,6,0.07,5,0.06,7,0.08,2,0.02,8,0.09,8,0.09,5,0.06,5,0.06
愛知県,189,1.04,12,0.07,9,0.05,11,0.06,5,0.03,6,0.03,13,0.07,20,0.11,10,0.05,9,0.05,7,0.04,4,0.02,12,0.07,12,0.07,6,0.03,12,0.07,16,0.09,14,0.08,11,0.06
三重県,88,2,6,0.13,1,0.02,7,0.16,5,0.11,4,0.09,1,0.02,3,0.07,3,0.07,3,0.07,2,0.04,4,0.09,2,0.04,10,0.22,6,0.13,12,0.27,8,0.18,5,0.11,6,0.13
滋賀県,70,2,3,0.08,3,0.08,5,0.14,2,0.06,4,0.11,3,0.08,8,0.22,3,0.08,4,0.11,2,0.06,3,0.08,4,0.11,0,0,3,0.09,3,0.08,7,0.19,8,0.22,5,0.15
京都府,142,1.89,15,0.2,18,0.24,11,0.14,8,0.11,6,0.08,3,0.04,6,0.08,2,0.03,8,0.11,5,0.07,4,0.05,11,0.15,3,0.04,10,0.13,8,0.11,12,0.16,4,0.05,8,0.11
大阪府,258,1.33,22,0.11,22,0.11,18,0.09,16,0.08,16,0.08,10,0.05,9,0.05,6,0.03,11,0.06,6,0.03,12,0.06,9,0.05,14,0.07,13,0.07,19,0.1,25,0.13,13,0.07,17,0.09
兵庫県,182,1.42,11,0.08,7,0.05,6,0.05,18,0.14,6,0.05,10,0.08,9,0.07,8,0.06,7,0.05,4,0.03,9,0.07,8,0.06,4,0.03,20,0.16,10,0.08,18,0.14,18,0.14,9,0.07
奈良県,29,0.85,1,0.03,3,0.09,2,0.06,1,0.03,3,0.09,2,0.06,2,0.06,1,0.03,1,0.03,1,0.03,3,0.09,2,0.06,3,0.09,1,0.03,2,0.06,1,0.03,0,0,0,0
和歌山県,31,1.03,0,0,1,0.03,2,0.07,4,0.13,3,0.1,0,0,5,0.17,2,0.07,1,0.03,1,0.03,0,0,3,0.1,1,0.03,3,0.1,0,0,1,0.03,2,0.07,2,0.07
鳥取県,13,0.68,1,0.05,1,0.05,0,0,0,0,1,0.05,1,0.05,1,0.05,3,0.16,0,0,0,0,2,0.11,2,0.11,0,0,0,0,0,0,1,0.05,0,0,0,0
島根県,49,2.13,1,0.04,3,0.13,4,0.17,4,0.17,1,0.04,2,0.09,2,0.09,2,0.09,1,0.04,4,0.17,7,0.3,1,0.04,3,0.13,4,0.17,4,0.17,0,0,3,0.13,3,0.13
岡山県,66,1.22,6,0.11,5,0.09,6,0.11,3,0.06,3,0.06,1,0.02,3,0.06,2,0.04,1,0.02,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,2,0.04,5,0.09,8,0.15,8,0.15
広島県,68,0.96,4,0.06,4,0.06,4,0.06,2,0.03,6,0.08,4,0.06,2,0.03,3,0.04,2,0.03,2,0.03,5,0.07,5,0.07,7,0.1,10,0.14,1,0.01,2,0.03,3,0.04,2,0.03
山口県,48,1.09,1,0.02,2,0.04,1,0.02,1,0.02,7,0.16,0,0,3,0.07,2,0.04,0,0,3,0.07,4,0.09,2,0.04,2,0.04,4,0.09,3,0.07,7,0.16,3,0.07,3,0.07
徳島県,26,1.13,1,0.04,6,0.26,1,0.04,1,0.04,0,0,3,0.13,0,0,2,0.09,1,0.04,2,0.09,1,0.04,0,0,0,0,2,0.09,0,0,0,0,3,0.13,3,0.13
香川県,32,1.14,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,6,0.21,1,0.04,1,0.04,2,0.07,0,0,2,0.07,1,0.04,2,0.07,3,0.11,4,0.14,2,0.07,5,0.18
愛媛県,34,0.94,1,0.03,2,0.05,0,0,4,0.11,1,0.03,1,0.03,1,0.03,2,0.05,1,0.03,4,0.11,0,0,4,0.11,1,0.03,0,0,1,0.03,2,0.05,8,0.22,1,0.03
高知県,29,1.07,1,0.04,2,0.07,2,0.07,1,0.04,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,3,0.11,2,0.07,1,0.04,0,0,5,0.19,2,0.07,0,0,5,0.19
福岡県,217,1.81,8,0.07,15,0.13,12,0.1,15,0.13,8,0.07,12,0.1,13,0.11,17,0.14,9,0.08,17,0.14,10,0.08,9,0.08,7,0.06,13,0.11,11,0.09,17,0.14,15,0.13,9,0.08
佐賀県,16,0.7,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,3,0.13,0,0,1,0.04,1,0.04,2,0.09,2,0.09,1,0.04,1,0.04,0,0
長崎県,77,1.75,11,0.25,6,0.14,4,0.09,2,0.05,3,0.07,3,0.07,7,0.16,2,0.05,4,0.09,0,0,4,0.09,3,0.07,5,0.11,5,0.11,12,0.27,2,0.05,2,0.05,2,0.05
熊本県,59,1.2,3,0.06,6,0.12,3,0.06,3,0.06,2,0.04,7,0.14,4,0.08,2,0.04,1,0.02,4,0.08,4,0.08,4,0.08,2,0.04,2,0.04,1,0.02,6,0.13,3,0.06,2,0.04
大分県,82,2.28,2,0.06,2,0.06,3,0.08,0,0,4,0.11,3,0.08,2,0.06,1,0.03,5,0.14,2,0.06,4,0.11,12,0.33,8,0.22,6,0.17,4,0.11,4,0.11,13,0.36,7,0.19
宮崎県,72,2.06,3,0.08,3,0.08,3,0.09,3,0.08,1,0.03,4,0.11,1,0.03,5,0.14,3,0.08,4,0.11,2,0.06,2,0.06,14,0.39,7,0.19,5,0.14,6,0.17,3,0.09,3,0.08
鹿児島県,60,1.13,3,0.06,5,0.09,8,0.15,1,0.02,6,0.11,0,0,1,0.02,6,0.11,1,0.02,2,0.04,3,0.06,0,0,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,3,0.06
沖縄県,57,1.78,5,0.15,4,0.12,4,0.12,6,0.18,1,0.03,1,0.03,3,0.09,1,0.03,4,0.13,3,0.09,2,0.06,2,0.06,5,0.15,2,0.06,7,0.22,1,0.03,2,0.06,4,0.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,5848,1.86,322,0.1,286,0.09,331,0.1,322,0.1,293,0.09,266,0.08,242,0.08,207,0.07,206,0.07,216,0.07,224,0.07,234,0.07,277,0.09,296,0.09,417,0.13,635,0.2,582,0.19,492,0.16
北海道,44,0.32,7,0.05,1,0.01,4,0.03,1,0.01,4,0.03,7,0.05,0,0,2,0.01,3,0.02,5,0.04,1,0.01,1,0.01,0,0,0,0,0,0,5,0.04,3,0.02,0,0
青森県,13,0.32,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,2,0.05,0,0,2,0.05,1,0.02,1,0.02,0,0,0,0,0,0,1,0.03,0,0,2,0.05,1,0.03
岩手県,17,0.44,2,0.05,2,0.05,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,2,0.05,1,0.03,3,0.08,2,0.05,2,0.05,0,0,0,0,0,0
宮城県,12,0.21,2,0.03,0,0,0,0,2,0.03,1,0.02,0,0,1,0.02,0,0,0,0,3,0.05,1,0.02,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0
秋田県,7,0.21,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,3,0.09,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,14,0.5,0,0,0,0,0,0,1,0.03,2,0.07,2,0.07,2,0.07,1,0.03,3,0.1,0,0,0,0,1,0.03,1,0.03,1,0.04,0,0,0,0,0,0,0,0
福島県,13,0.26,0,0,0,0,2,0.04,0,0,1,0.02,2,0.04,1,0.02,0,0,0,0,0,0,0,0,0,0,2,0.04,0,0,1,0.02,4,0.08,0,0,0,0
茨城県,100,1.33,1,0.01,0,0,0,0,0,0,1,0.01,0,0,1,0.01,0,0,7,0.09,3,0.04,3,0.04,5,0.07,5,0.07,4,0.05,5,0.07,17,0.23,24,0.31,24,0.32
栃木県,28,0.58,0,0,0,0,3,0.06,9,0.19,6,0.13,2,0.04,2,0.04,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,3,0.06,0,0
群馬県,28,0.53,2,0.04,3,0.06,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,2,0.04,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,7,0.13,4,0.08
埼玉県,183,1.14,4,0.03,6,0.04,3,0.02,8,0.05,9,0.06,13,0.08,14,0.09,6,0.04,3,0.02,5,0.03,4,0.03,7,0.04,3,0.02,11,0.07,15,0.09,24,0.15,21,0.13,27,0.17
千葉県,104,0.8,4,0.03,4,0.03,2,0.02,1,0.01,0,0,0,0,2,0.02,1,0.01,1,0.01,2,0.02,2,0.02,0,0,5,0.04,1,0.01,12,0.09,26,0.2,20,0.16,21,0.17
東京都,289,1.12,13,0.05,9,0.03,8,0.03,6,0.02,12,0.05,17,0.07,16,0.06,10,0.04,3,0.01,5,0.02,11,0.04,6,0.02,7,0.03,11,0.04,35,0.13,52,0.2,35,0.13,33,0.13
神奈川県,138,0.61,9,0.04,10,0.04,9,0.04,9,0.04,8,0.04,7,0.03,4,0.02,1,0,3,0.01,10,0.04,8,0.04,9,0.04,8,0.04,4,0.02,8,0.04,9,0.04,10,0.04,12,0.05
新潟県,37,0.67,1,0.02,2,0.04,1,0.02,6,0.11,9,0.16,5,0.09,4,0.07,2,0.04,0,0,0,0,1,0.02,1,0.02,0,0,0,0,2,0.04,0,0,2,0.04,1,0.02
富山県,14,0.48,2,0.07,2,0.07,0,0,1,0.03,0,0,2,0.07,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,3,0.1,0,0,2,0.07
石川県,115,3.97,12,0.41,8,0.28,4,0.14,9,0.31,4,0.14,3,0.1,5,0.17,6,0.21,2,0.07,1,0.03,8,0.28,4,0.14,5,0.17,7,0.24,3,0.1,7,0.24,21,0.72,6,0.21
福井県,191,8.3,4,0.17,14,0.61,9,0.39,11,0.48,19,0.83,7,0.3,12,0.52,10,0.43,10,0.43,10,0.43,4,0.17,1,0.04,5,0.22,10,0.43,8,0.35,19,0.83,18,0.78,20,0.8
山梨県,8,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,3,0.13,0,0,0,0,1,0.04,3,0.13,0,0,0,0,0,0
長野県,16,0.3,1,0.02,3,0.06,4,0.07,2,0.04,0,0,1,0.02,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,3,0.06,1,0.02,0,0,0,0
岐阜県,40,0.77,2,0.04,0,0,0,0,1,0.02,2,0.04,0,0,1,0.02,3,0.06,1,0.02,2,0.04,2,0.04,4,0.08,4,0.08,2,0.04,5,0.09,5,0.09,4,0.08,2,0.04
静岡県,78,0.89,4,0.04,0,0,2,0.02,2,0.02,0,0,2,0.02,1,0.01,1,0.01,1,0.01,2,0.02,2,0.02,3,0.03,8,0.09,7,0.08,11,0.13,11,0.13,8,0.09,13,0.15
愛知県,117,0.64,12,0.07,6,0.03,5,0.03,2,0.01,3,0.02,1,0.01,3,0.02,3,0.02,3,0.02,1,0.01,3,0.02,4,0.02,8,0.04,7,0.04,15,0.08,10,0.05,18,0.1,13,0.07
三重県,19,0.43,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,2,0.04,3,0.07,1,0.02,1,0.02,1,0.02,2,0.04,0,0,2,0.04,0,0,0,0,3,0.07
滋賀県,23,0.66,1,0.03,2,0.06,4,0.11,3,0.08,5,0.14,0,0,0,0,1,0.03,1,0.03,0,0,2,0.06,0,0,0,0,2,0.06,0,0,1,0.03,1,0.03,0,0
京都府,110,1.47,11,0.14,14,0.18,22,0.29,3,0.04,6,0.08,7,0.09,7,0.09,3,0.04,2,0.03,1,0.01,5,0.07,5,0.07,1,0.01,3,0.04,2,0.03,6,0.08,4,0.05,8,0.11
大阪府,302,1.56,30,0.15,10,0.05,26,0.13,19,0.1,13,0.07,18,0.09,13,0.07,8,0.04,7,0.04,4,0.02,12,0.06,15,0.08,7,0.04,6,0.03,21,0.11,31,0.16,29,0.15,33,0.17
兵庫県,344,2.69,30,0.23,23,0.18,27,0.21,32,0.25,31,0.24,18,0.14,23,0.18,16,0.12,9,0.07,9,0.07,6,0.05,11,0.09,5,0.04,12,0.09,15,0.12,23,0.18,30,0.23,24,0.19
奈良県,107,3.15,10,0.29,12,0.35,13,0.38,4,0.12,2,0.06,12,0.35,3,0.09,1,0.03,3,0.09,3,0.09,2,0.06,1,0.03,0,0,2,0.06,5,0.15,10,0.29,17,0.5,7,0.21
和歌山県,33,1.1,9,0.3,4,0.13,4,0.13,3,0.1,2,0.07,2,0.07,2,0.07,0,0,0,0,0,0,1,0.03,0,0,2,0.07,2,0.07,0,0,0,0,1,0.03,1,0.03
鳥取県,23,1.21,1,0.05,1,0.05,5,0.26,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0,0,0,0,1,0.05,4,0.21,2,0.11,2,0.11,5,0.26
島根県,78,3.39,4,0.17,8,0.35,8,0.35,15,0.65,10,0.43,5,0.22,2,0.09,3,0.13,1,0.04,8,0.35,0,0,4,0.17,0,0,0,0,1,0.04,2,0.09,3,0.13,4,0.17
岡山県,155,2.87,8,0.15,3,0.06,7,0.13,6,0.11,3,0.06,5,0.09,4,0.07,7,0.13,7,0.13,4,0.07,7,0.13,2,0.04,6,0.11,12,0.22,7,0.13,28,0.52,21,0.39,18,0.33
広島県,37,0.52,7,0.1,3,0.04,3,0.04,2,0.03,3,0.04,1,0.01,0,0,1,0.01,1,0.01,5,0.07,0,0,0,0,0,0,3,0.04,1,0.01,3,0.04,1,0.01,3,0.04
山口県,32,0.73,4,0.09,0,0,3,0.07,5,0.11,2,0.04,4,0.09,3,0.07,2,0.04,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,3,0.07,0,0,2,0.05,1,0.02
徳島県,38,1.65,5,0.22,6,0.26,3,0.13,11,0.48,9,0.39,3,0.13,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,10,0.36,3,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,0,0,1,0.04,3,0.11,1,0.04
愛媛県,35,0.97,10,0.27,8,0.22,4,0.11,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,2,0.05,3,0.08,1,0.03,0,0,1,0.03
